DevID	 CerebusTime	 Roll	 Pitch	 Yaw	 xAcc	 yAcc	 zAcc	 xGyro	 yGyro	 zGyro	 xMagn	 yMagn	 zMagn	 q0	 q1	 q2	 q3
1	 117467.675000	 -0.007005	 -0.003064	 -0.178244	 0.005301	 -0.045322	 9.880024	 0.001897	 -0.000112	 -0.001762	 1.010254	 0.296631	 -3.381592	 0.999999	 -0.000061	 -0.000027	 -0.001555
1	 117467.685000	 -0.005688	 -0.001731	 -0.178862	 0.007178	 -0.048387	 9.850994	 0.005399	 0.003850	 0.003639	 1.008301	 0.296387	 -3.383789	 0.999999	 -0.000050	 -0.000015	 -0.001561
1	 117467.694000	 -0.005078	 -0.002520	 -0.179796	 0.004992	 -0.044646	 9.880027	 0.003730	 -0.000118	 -0.001697	 1.010254	 0.298584	 -3.381592	 0.999999	 -0.000044	 -0.000022	 -0.001569
1	 117467.694000	 -0.006467	 -0.001596	 -0.183916	 0.007323	 -0.018753	 9.847652	 0.000091	 0.003553	 -0.002036	 1.010254	 0.296631	 -3.383789	 0.999999	 -0.000056	 -0.000014	 -0.001605
1	 117467.704000	 -0.005851	 -0.001512	 -0.184904	 0.004636	 -0.044331	 9.880029	 0.003743	 0.001711	 -0.001802	 1.010254	 0.300781	 -3.386230	 0.999999	 -0.000051	 -0.000013	 -0.001614
1	 117467.715000	 -0.006682	 -0.001469	 -0.191353	 0.006520	 -0.047471	 9.850999	 0.001783	 0.001928	 0.001787	 1.016602	 0.294434	 -3.385742	 0.999999	 -0.000058	 -0.000013	 -0.001670
1	 117467.725000	 -0.006947	 -0.002256	 -0.192320	 0.004411	 -0.043952	 9.880031	 0.001897	 -0.000112	 -0.001762	 1.014404	 0.300781	 -3.379395	 0.999999	 -0.000061	 -0.000020	 -0.001678
1	 117467.734000	 -0.007900	 -0.002059	 -0.210639	 0.006375	 -0.047166	 9.851000	 0.001847	 0.001823	 -0.000040	 1.010254	 0.300781	 -3.384033	 0.999998	 -0.000069	 -0.000018	 -0.001838
1	 117467.744000	 -0.009097	 -0.001861	 -0.209946	 0.006660	 -0.017991	 9.847654	 -0.000050	 0.001935	 0.001722	 1.006104	 0.298584	 -3.379395	 0.999998	 -0.000079	 -0.000016	 -0.001832
1	 117467.744000	 -0.008533	 -0.000300	 -0.213837	 0.003895	 -0.043565	 9.880033	 0.003898	 0.005158	 -0.005665	 1.008057	 0.298584	 -3.377197	 0.999998	 -0.000074	 -0.000002	 -0.001866
1	 117467.765000	 -0.007086	 -0.001911	 -0.213814	 0.003760	 -0.043179	 9.880034	 0.005485	 -0.001848	 0.000300	 1.010254	 0.298584	 -3.383789	 0.999998	 -0.000062	 -0.000017	 -0.001866
1	 117467.765000	 -0.007458	 -0.001801	 -0.216075	 0.004198	 -0.013776	 9.876687	 0.001847	 0.001823	 -0.000040	 1.012451	 0.298584	 -3.383789	 0.999998	 -0.000065	 -0.000016	 -0.001886
1	 117467.775000	 -0.006879	 -0.002536	 -0.216137	 0.003686	 -0.042650	 9.880037	 0.003666	 -0.000013	 0.000130	 1.012207	 0.300781	 -3.379395	 0.999998	 -0.000060	 -0.000022	 -0.001886
1	 117467.784000	 -0.007596	 -0.002484	 -0.228676	 0.032834	 -0.042624	 9.882111	 0.001847	 0.001823	 -0.000040	 1.008057	 0.300781	 -3.384033	 0.999998	 -0.000066	 -0.000022	 -0.001996
1	 117467.794000	 -0.007886	 -0.002343	 -0.228824	 0.003461	 -0.042271	 9.880038	 0.001847	 0.001823	 -0.000040	 1.012207	 0.302734	 -3.384033	 0.999998	 -0.000069	 -0.000020	 -0.001997
1	 117467.794000	 -0.007765	 -0.002620	 -0.239356	 0.035014	 -0.016514	 9.849732	 0.003743	 0.001711	 -0.001802	 1.008301	 0.298584	 -3.383789	 0.999998	 -0.000068	 -0.000023	 -0.002089
1	 117467.805000	 -0.008024	 -0.002533	 -0.240376	 0.003176	 -0.041808	 9.880041	 0.001910	 0.001717	 -0.001867	 1.010254	 0.298584	 -3.379395	 0.999998	 -0.000070	 -0.000022	 -0.002098
